frequency_MHz,experimental_data,reference_fit,adaptive_fit_10_points,adaptive_fit_11_points,adaptive_fit_12_points,adaptive_fit_13_points,adaptive_fit_14_points,adaptive_fit_15_points,adaptive_fit_16_points,adaptive_fit_17_points,adaptive_fit_18_points,adaptive_fit_19_points,adaptive_fit_20_points,adaptive_fit_21_points,adaptive_fit_22_points,adaptive_fit_23_points,adaptive_fit_24_points,adaptive_fit_25_points,adaptive_fit_26_points,adaptive_fit_27_points,adaptive_fit_28_points,adaptive_fit_29_points,adaptive_fit_30_points,adaptive_fit_31_points,adaptive_fit_32_points,adaptive_fit_33_points,adaptive_fit_34_points,adaptive_fit_35_points,adaptive_fit_36_points,adaptive_fit_37_points,adaptive_fit_38_points,adaptive_fit_39_points,adaptive_fit_40_points,adaptive_fit_41_points,adaptive_fit_42_points,adaptive_fit_43_points,adaptive_fit_44_points,adaptive_fit_45_points,adaptive_fit_46_points,adaptive_fit_47_points,adaptive_fit_48_points,adaptive_fit_49_points,adaptive_fit_50_points
2825.5,1.0010516127808327,0.9996044192528369,0.9994789195000487,0.9995884748041307,0.9995904973806076,0.9996036982896763,0.9996099855222114,0.9996088787362772,0.9996099529471681,0.9996086250147938,0.99960841591324,0.9996087032178922,0.9996080348338439,0.9996067526866181,0.9996069442398996,0.9996061779677824,0.9996065853698782,0.9996071379313828,0.9996072275517207,0.9996220661876286,0.9996256483204425,0.9996071495460248,0.9996132358990252,0.9996069488385808,0.9996069084636132,0.9996066687848943,0.999606665069024,0.9996066671909749,0.9996064690724846,0.9996066259245601,0.9996067448413624,0.9996067094012445,0.9996064142476738,0.9996063291238028,0.9996060168714758,0.9996058549915374,0.9996056232039535,0.9996055083247388,0.9996054338087167,0.9996053343810468,0.9996051714216296,0.9996050343728389,0.9996049137365985
2826.0,1.0043183161265588,0.9995955203083874,0.99946724312556,0.9995791878881168,0.9995812504029283,0.9995947869066233,0.999601223645987,0.9996000964770831,0.9996011917762345,0.9995998281963707,0.9995996150648213,0.9995999081193198,0.9995992275317034,0.9995979124572572,0.9995981075675862,0.9995973217004057,0.9995977368230754,0.9995983034322251,0.9995983947838945,0.9996135667941665,0.9996172290975864,0.9995983144838338,0.9996045369076866,0.9995981080802677,0.9995980667002714,0.9995978221567378,0.9995978183487704,0.9995978205141556,0.9995976175044075,0.999597777591048,0.9995978989768965,0.9995978627965572,0.999597560416729,0.9995974735058357,0.9995971536296359,0.9995969883358579,0.9995967509034931,0.9995966335916618,0.9995965572653595,0.9995964557243657,0.9995962888150696,0.999596148843386,0.9995960252892723
2826.5,1.0053032120341143,0.9995863174358377,0.9994551704508158,0.9995695827588451,0.9995716863961608,0.9995855713630919,0.9995921629886304,0.9995910148843486,0.9995921318763924,0.9995907312179336,0.9995905139468984,0.9995908129153196,0.9995901197979414,0.9995887705233356,0.9995889692881016,0.9995881630709273,0.999588586131488,0.9995891673268522,0.9995892604598368,0.9996047772067038,0.9996085224024043,0.999589177768286,0.9995955408773801,0.9995889654325916,0.9995889230097259,0.9995886734521657,0.9995886695486469,0.9995886717588118,0.9995884636749643,0.9995886270972115,0.9995887510298324,0.9995887140858135,0.9995884042115888,0.9995883154567217,0.9995879876744456,0.999587818857485,0.9995875755718701,0.9995874557491564,0.9995873775458639,0.9995872738232758,0.9995871028188433,0.9995869598294952,0.9995868332504064
2827.0,1.0037112590521164,0.9995767966258685,0.9994426833653047,0.999559644699246,0.9995617906899902,0.9995760376508159,0.9995827898023083,0.9995816201909229,0.9995827595025558,0.9995813202578384,0.9995810987343109,0.9995814037864438,0.9995806978019707,0.9995793129883472,0.9995795155083904,0.9995786881473072,0.9995791193710905,0.9995797157189363,0.9995798106851285,0.9995956840530661,0.9995995149873123,0.9995797254996047,0.9995862341193302,0.9995795069829343,0.9995794634774424,0.9995792087504991,0.9995792047477999,0.9995792070041459,0.9995789936541588,0.999579160517305,0.999579287077722,0.999579249345563,0.9995789316953997,0.9995788410371568,0.9995785050525254,0.9995783325983093,0.999578083240598,0.9995779608253341,0.9995778806750273,0.9995777746995935,0.9995775994475642,0.9995774533416254,0.9995773236251583
2827.5,1.002981408518821,0.9995669430520523,0.9994297627137316,0.9995493581308936,0.9995515477550423,0.9995661709453345,0.9995730895389034,0.9995718978285753,0.9995730601094803,0.9995715806891561,0.9995713547965124,0.9995716661080625,0.9995709469075832,0.9995695251458748,0.9995697315256317,0.9995688821852067,0.9995693218059176,0.9995699339020028,0.9995700307552934,0.9995862731813726,0.9995901928322308,0.9995699429675918,0.9995766021465369,0.9995697180073896,0.9995696733774766,0.9995694133193291,0.9995694092136357,0.999569411517623,0.9995691926996723,0.9995693631134863,0.999569492386199,0.999569453840382,0.9995691281184889,0.9995690354948843,0.9995686909966568,0.999568514786123,0.9995682591264397,0.9995681340333676,0.9995680518625003,0.9995679435598238,0.999567763900083,0.9995676145742419,0.9995674816023591
2828.0,1.0021063502798107,0.9995567410129568,0.999416388222969,0.9995387065527576,0.9995409411417685,0.9995559555482317,0.9995630467934321,0.9995618323713783,0.9995630182951831,0.9995614970226806,0.9995612666405773,0.9995615843933757,0.9995608516159458,0.9995593914222481,0.999559601769902,0.9995587295704553,0.9995591778305488,0.9995598063020538,0.9995599050984271,0.9995765296048061,0.9995805410898612,0.9995598145942264,0.9995666296172311,0.9995595829132922,0.9995595371149929,0.9995592715570186,0.9995592673443192,0.9995592696974703,0.9995590451993199,0.9995592192782872,0.9995593513514589,0.999559311965351,0.9995589778607769,0.9995588832070995,0.9995585298681172,0.999558349776938,0.9995580875736751,0.9995579597137481,0.9995578754450276,0.9995577647373897,0.9995575805016821,0.9995574278479956,0.9995572914966693
2828.5,1.0009455459775427,0.9995461738694027,0.9994025384229908,0.9995276724748086,0.9995299534141965,0.9995453748245491,0.9995526452427372,0.9995514074743644,0.9995526177396385,0.999551052845173,0.9995508178494474,0.9995511422316625,0.9995503955038307,0.9995488953144067,0.9995491097420464,0.9995482137567038,0.99954867090778,0.999549316415394,0.9995494172130273,0.9995664374417632,0.9995705440263836,0.999549323871463,0.9995563002735997,0.9995490851769396,0.9995490381639768,0.9995487669303904,0.9995487626064632,0.9995487650103664,0.9995485346086896,0.9995487124722686,0.9995488474379275,0.9995488071837191,0.9995484643693716,0.999548367618032,0.9995480050941915,0.9995478209924783,0.9995475519915401,0.9995474212717075,0.9995473348238546,0.999547221630026,0.9995470326414331,0.9995468765470628,0.9995467366858899
2829.0,1.0003516417316662,0.9995352239764069,0.9993881905612152,0.9995162373459819,0.9995185660780439,0.9995344111349053,0.9995418675790023,0.9995406058070018,0.9995418411382923,0.9995402307523802,0.9995399910149538,0.9995403222213055,0.9995395611566226,0.9995380193225036,0.9995382379462886,0.9995373171977969,0.9995377835010177,0.9995384467411916,0.9995385496005609,0.9995559798509357,0.9995601849571333,0.9995384532937632,0.9995455968753204,0.9995382072760393,0.9995381589996701,0.9995378819071419,0.9995378774675407,0.9995378799238528,0.999537643383502,0.9995378251563962,0.9995379631106495,0.9995379219592885,0.9995375700908758,0.9995374711712447,0.9995370991003882,0.9995369108523766,0.9995366347863628,0.9995365011093431,0.9995364123968309,0.9995362966318716,0.9995361027042474,0.999535943051178,0.9995357995429663
2829.5,1.001050736457708,0.9995238726092912,0.9993733205096229,0.9995043814759381,0.9995067595026439,0.9995230457618031,0.999530695437576,0.9995294089809816,0.9995306701298877,0.9995290122763183,0.9995287676651035,0.9995291058970786,0.999528330095589,0.9995267448767353,0.9995269678170685,0.9995260212743519,0.9995264970008776,0.9995271787082598,0.9995272836922514,0.9995451389608275,0.9995494461767632,0.9995271842848437,0.9995345011274004,0.9995269306163653,0.9995268810252163,0.9995265978824639,0.9995265933225038,0.9995265958329543,0.9995263529061696,0.9995265387186195,0.999526679761882,0.9995266376830038,0.9995262763978915,0.9995261752361269,0.9995257932368452,0.9995256007005581,0.9995253172878839,0.99952518055192,0.9995250894846938,0.9995249710597376,0.9995247719971002,0.9995246086618379,0.9995244613621584
2830.0,1.0017498064941086,0.9995120998833744,0.9993579026639464,0.9994920839500083,0.999494512836064,0.9995112588295488,0.9995191093185489,0.9995177974717548,0.9995190852180408,0.9995173778062515,0.9995171281850641,0.999517473651133,0.9995166826988462,0.9995150522578247,0.9995152796395327,0.9995143062139643,0.9995147916454131,0.9995154925954867,0.9995155997695144,0.9995338957931559,0.9995383088833437,0.9995154971180699,0.9995229936017521,0.9995152354520512,0.9995151844919379,0.999514895099293,0.9995148904140333,0.999514892980429,0.9995146434059853,0.9995148333940783,0.9995149776313166,0.9995149345931683,0.9995145635091456,0.999514460028007,0.9995140676983466,0.9995138707252332,0.999513579669178,0.9995134397677763,0.9995133462509507,0.999513225072975,0.9995130206688493,0.9995128535220994,0.9995127022788036
2830.5,1.0007296266008059,0.9994998846666076,0.99934190983415,0.9994793225366331,0.9994818039127309,0.9994990292171455,0.999507088501453,0.9995057505331897,0.9995070656859375,0.9995053065027343,0.9995050517312131,0.9995054046470435,0.9995045981153895,0.9995029205105205,0.9995031524630412,0.9995021510044027,0.9995026464333335,0.9995033674452726,0.9995034768774028,0.9995222301795198,0.9995267530957948,0.9995033708298531,0.999511053651877,0.999503100798876,0.9995030484126098,0.9995027525615553,0.9995027477457823,0.9995027503700109,0.9995024938722936,0.9995026881782956,0.9995028357192899,0.9995027916886507,0.9995024104025944,0.9995023045212449,0.9995019014373088,0.9995016998718592,0.9995014008595381,0.9995012576811889,0.9995011616147197,0.9995010375862988,0.9995008276230054,0.9995006565293266,0.9995005011820248
2831.0,0.9987116938792059,0.9994872044844296,0.9993253131253306,0.9994660735865296,0.9994686091527966,0.9994863344634405,0.9994946109523868,0.9994932461046574,0.9994945895034553,0.9994927762040116,0.9994925161375467,0.9994928767262149,0.99949205417148,0.9994903273494022,0.9994905640069816,0.99948953329908,0.9994900390295002,0.9994907809692682,0.9994908927303507,0.9995101206706541,0.9995147575639665,0.9994907831253432,0.999498659319956,0.9994905043398351,0.9994904504670133,0.9994901479396893,0.9994901429878975,0.9994901456719324,0.999489881959937,0.9994900807326472,0.9994902316922691,0.9994901866343643,0.9994897947207934,0.9994896863545871,0.9994892720690212,0.999489065748353,0.9994887584496033,0.9994886118774806,0.9994885131558107,0.9994883861748507,0.999488170422738,0.9994879952401703,0.9994878356196668
2831.5,0.9952604145854829,0.999474035416046,0.9993080818080715,0.9994523119227303,0.9994549034523897,0.9994731506637382,0.999481653222789,0.9994802607097606,0.9994816332259291,0.9994797633239895,0.9994794978136627,0.9994798663058592,0.9994790272686046,0.9994772490562,0.9994774905580952,0.9994764293140034,0.9994769456619014,0.9994777094456154,0.9994778236094226,0.9994975444375028,0.9995022996706153,0.9994777102756208,0.9994857872355667,0.9994774223221977,0.9994773668989752,0.9994770574676534,0.9994770523740244,0.9994770551199297,0.9994767838861761,0.9994769872813061,0.999477141779819,0.9994770956582273,0.9994766926677356,0.9994765817279906,0.9994761557683424,0.9994759445217563,0.9994756285879315,0.9994754784995716,0.9994753770112461,0.9994752469707018,0.999475025187312,0.999474845766979,0.9994746816946602
2832.0,0.9952428412253588,0.9994603519812298,0.9992901831771718,0.9994380107205362,0.999440660063797,0.9994594523569806,0.999468190338988,0.9994667693458422,0.9994681718836933,0.9994662427409006,0.9994659716334386,0.999466348267665,0.9994654922721279,0.9994636603677405,0.999463906858434,0.999462813715315,0.9994633410092209,0.9994641276068078,0.9994642442501812,0.9994844771632587,0.999489355324428,0.9994641270055021,0.9994724125051478,0.9994638294451641,0.9994637724040059,0.9994634558305265,0.9994634505889072,0.9994634533988427,0.999463174318198,0.9994633824987772,0.999463540662156,0.9994634934387108,0.999463078896267,0.9994629652900207,0.9994625271569597,0.9994623108054642,0.999461985868125,0.9994618321350811,0.9994617277623311,0.9994615945499001,0.9994613664790661,0.9994611826647465,0.9994610139519181
2832.5,0.997656371704917,0.9994461270166474,0.9992715823975454,0.9994231413763138,0.999425850464503,0.9994452124025053,0.9994541956815568,0.9994527453632956,0.9994541788614235,0.9994521876756766,0.999451910813422,0.9994522958361771,0.9994514223896557,0.9994495343535331,0.9994497859829528,0.9994486594964278,0.9994491980780016,0.9994500085171766,0.9994501277201827,0.9994708929254131,0.999475898843144,0.9994500063709648,0.9994585085912387,0.9994496987371271,0.9994496400065391,0.9994493160417105,0.9994493106455878,0.9994493135218149,0.9994490262502131,0.9994492393870241,0.9994494013472983,0.9994493529819822,0.9994489263850826,0.9994488100148301,0.9994483591802136,0.9994481375360136,0.999447803205507,0.9994476456929776,0.9994475383112673,0.9994474018090628,0.9994471671799271,0.9994469788075946,0.9994468052547604
2833.0,0.9993531460019668,0.999431331540581,0.9992522423359461,0.999407673363934,0.9994104442138899,0.9994304018452627,0.9994396408533829,0.9994381603335912,0.9994396257661896,0.9994375695589288,0.9994372867798332,0.9994376804457819,0.9994367890380046,0.9994348422818812,0.9994350992056305,0.9994339378436414,0.9994344880682913,0.9994353234388922,0.9994354452849864,0.9994567640667462,0.9994619028257207,0.9994353196250804,0.9994440471803924,0.9994350014214238,0.9994349409256607,0.9994346093086159,0.9994346037510909,0.9994346066959787,0.9994343108690281,0.9994345291410722,0.9994346950366949,0.9994346454875257,0.9994342063041856,0.9994340870675976,0.9994336229723692,0.9994333958383163,0.9994330517022304,0.9994328902686606,0.9994327797461955,0.9994326398303925,0.9994323983563418,0.9994322052536687,0.9994320266497488
2833.5,0.9981925952634886,0.9994159346047911,0.999232123377008,0.9993915740775031,0.9993944087962481,0.9994149897682411,0.9994244955352288,0.9994229839047944,0.9994244822829963,0.9994223578853011,0.9994220690229422,0.9994224715950653,0.9994215616975468,0.9994195534732766,0.9994198158528735,0.9994186179889866,0.9994191802265172,0.9994200416852322,0.999420166261433,0.9994420610540549,0.9994473380123436,0.9994200360712073,0.9994289980385354,0.9994197067693286,0.9994196444280737,0.9994193048855828,0.9994192991593421,0.9994193021753733,0.9994189974068398,0.9994192210018379,0.999419390978081,0.9994193402009893,0.9994188878675568,0.9994187656571774,0.9994182877090777,0.9994180548780783,0.9994177004995614,0.9994175349962121,0.9994174211934035,0.9994172777338596,0.9994170291113641,0.9994168310971876,0.999416647218667
2834.0,0.9966058452844505,0.9993999031320988,0.9992111832219175,0.9993748086588718,0.9993777094485838,0.999398943130694,0.9994087273274105,0.9994071836432016,0.9994087160164333,0.9994065200538028,0.9994062249374333,0.9994066366871505,0.999405707752535,0.9994036351396758,0.9994039031427995,0.9994026670488916,0.9994032416841849,0.999404130459715,0.9994042578567871,0.9994267523232678,0.9994321731309487,0.9994041229020402,0.9994133288523886,0.9994037819388788,0.9994037176668968,0.9994033699126299,0.9994033640099133,0.9994033670996919,0.9994030529798457,0.9994032820947741,0.9994034563041545,0.999403404252852,0.9994029381716245,0.999402812874544,0.9994023204456175,0.9994020816999962,0.9994017166159235,0.9994015468864087,0.9994014296552909,0.9994012825151352,0.9994010264224852,0.9994008233062311,0.9994006339162316
2834.5,0.9962978494230584,0.9993832017380945,0.999189376667818,0.9993573398082114,0.9993603089715154,0.999382226590585,0.9993923015760482,0.9993907248595498,0.9993922923168934,0.9993900211925616,0.9993897196471946,0.9993901408544549,0.999389192315851,0.9993870522080808,0.9993873260088272,0.9993860498470869,0.9993866372808162,0.9993875546795199,0.9993876849921697,0.9994108041094296,0.999416374728747,0.9993875450229353,0.9993970050553965,0.999387191797955,0.9993871255047114,0.9993867692384486,0.9993867631510156,0.9993867663172736,0.9993864424110828,0.9993866772527513,0.9993868558554881,0.9993868024813263,0.9993863220179484,0.9993861935154533,0.9993856859393263,0.999385441050138,0.9993850647691129,0.9993848906488999,0.9993847698324934,0.9993846188676854,0.9993843549636124,0.9993841465446731,0.9993839513919421
2835.0,0.9975683027068875,0.999365792535172,0.999166655365817,0.9993391275757318,0.9993421675213353,0.9993648023094683,0.9993751811821449,0.9993735704180579,0.9993751740896082,0.9993728239662312,0.9993725158127702,0.9993729467661008,0.9993719780364095,0.9993697671266515,0.9993700469057969,0.9993687287199653,0.9993693293693431,0.9993702767814159,0.9993704101084966,0.9993941802598367,0.9993999069870543,0.9993702648577342,0.999379989636405,0.9993698987298287,0.9993698303190739,0.9993694652258589,0.9993694589449504,0.9993694621905561,0.999369128035713,0.9993693688213857,0.9993695519858928,0.9993694972377096,0.9993690017183323,0.9993688698855252,0.999368346454433,0.9993680951807218,0.9993677071808921,0.999367528496761,0.9993674039283778,0.9993672489872285,0.9993669769094005,0.9993667629764623,0.9993665617942683
2835.5,0.9972649844390837,0.9993476349168626,0.999142967555196,0.9993201291323646,0.99932324238106,0.9993466297377882,0.9993573263915284,0.9993556805263315,0.9993573215845375,0.9993548883640648,0.9993545734194865,0.9993550144159917,0.999354024887233,0.9993517396513406,0.9993520255966137,0.9993506633023788,0.9993512776019399,0.9993522565081892,0.9993523929529192,0.9993768420283927,0.9993827315175062,0.9993522421350736,0.9993622429291099,0.9993518624191677,0.9993517917884813,0.9993514175377112,0.9993514110540087,0.9993514143819754,0.999351069486735,0.9993513164447987,0.9993515043482168,0.9993514481721721,0.9993509368803415,0.9993508015857325,0.9993502615472658,0.9993500036352639,0.9993496033619326,0.9993494199313941,0.9993492914338771,0.9993491323565331,0.9993488517199072,0.9993486320502234,0.9993484245551477
2836.0,0.9985353757900053,0.9993286853201633,0.9991182577711207,0.9993002985169454,0.9993034877080074,0.9993276653783206,0.9993386945634307,0.9993370125039126,0.9993386921648847,0.9993361714664045,0.9993358495440035,0.9993363008893018,0.9993352899319431,0.9993329266107849,0.9993332189171444,0.9993318102915948,0.9993324386940163,0.9993334506732982,0.9993335903434915,0.9993587478489918,0.999364807137491,0.9993334336529068,0.9993437223800349,0.9993330396162153,0.9993329666565076,0.9993325829009558,0.9993325762045361,0.999332579618031,0.9993322234588434,0.9993324768295273,0.9993326696582966,0.9993326119976949,0.9993320841709449,0.9993319452760095,0.9993313878295519,0.9993311230118133,0.9993307098748222,0.9993305215054853,0.9993303888903764,0.9993302255082597,0.9993299359032802,0.9993297102618829,0.9993294961524978
2836.5,1.0016604061128391,0.9993088969632647,0.999092466522792,0.9992795863571045,0.9992828542551095,0.9993078625251782,0.9993192399151858,0.9993175205269512,0.9993192400517161,0.9993166271870351,0.9993162980967447,0.9993167601048293,0.9993157270671239,0.99931328164688,0.9993135805168005,0.9993121231868287,0.9993127661637863,0.9993138129011797,0.9993139559094893,0.9993398530854527,0.9993460896223392,0.9993137930186625,0.9993243822924953,0.9993133838765691,0.9993133084715318,0.9993129148462983,0.9993129079265837,0.9993129114289383,0.999312543447848,0.9993128034840018,0.9993130014344807,0.9993129422295774,0.9993123970556927,0.9993122544143931,0.9993116787072119,0.9993114067016747,0.9993109800725344,0.9993107865614232,0.9993106496280504,0.9993104817632521,0.9993101827538741,0.9993099508927202,0.9993097298481386
