frequency_MHz,experimental_data,reference_full_data_fit,adaptive_fit_30_points,adaptive_fit_40_points,adaptive_fit_50_points,adaptive_fit_60_points,adaptive_fit_70_points,adaptive_fit_80_points,adaptive_fit_90_points
2785.5,0.999483468172001,0.9995306879254102,0.9999986256523258,0.9998440438290661,0.9997633158445328,0.9996827910436511,0.9995821196098118,0.999517216507419,0.9995485265741268
2786.0,0.9991521524288389,0.9995232123413489,0.999998002325819,0.9998409709394159,0.9997590652630014,0.9996774048874293,0.9995749188404733,0.9995088649230093,0.999540743863922
2786.5,0.9988172102148071,0.9995146528137056,0.9999971171949809,0.9998375327323399,0.9997542734348921,0.999671289311913,0.9995667624034302,0.9994994096069427,0.9995319284533534
2787.0,0.9983734503281612,0.9995049878882553,0.999995869825253,0.999833711675772,0.9997489249509113,0.9996644281767078,0.9995576268373089,0.9994888225967381,0.9995220546135353
2787.5,0.9984810379146913,0.9994941838427694,0.9999941253212249,0.9998294819605823,0.9997429973959665,0.9996567960103778,0.9995474780399476,0.9994770644372546,0.9995110856301586
2788.0,0.9985922525102957,0.9994821949058635,0.9999917041219072,0.9998248072906433,0.999736460666318,0.9996483578020153,0.9995362709388582,0.9994640838251891,0.9994989734837606
2788.5,0.9995885206790741,0.9994689626623093,0.9999883693727383,0.9998196372950245,0.9997292754766743,0.9996390678887038,0.999523948351217,0.999449816517281,0.9994856577817901
2789.0,0.9994748431807206,0.9994544145987355,0.9999838115058352,0.9998139021510276,0.9997213908563384,0.9996288678102465,0.9995104389117989,0.9994341833940907,0.9994710638334301
2789.5,1.0003586627164933,0.9994384616183134,0.99997762967428,0.9998075048261992,0.9997127402856139,0.9996176828512003,0.9994956538128779,0.9994170874495999,0.9994550996328244
2790.0,1.000136166855461,0.9994209942083453,0.9999693097305509,0.9998003101497067,0.9997032359509067,0.9996054168182898,0.9994794819460094,0.9993984093360961,0.9994376513714408
2790.5,0.9992498844306809,0.9994018767705957,0.999958198522318,0.999792129709679,0.9996927603908425,0.9995919443996685,0.9994617828529393,0.9993780009248637,0.999418576926571
2791.0,0.9998036214518744,0.9993809394120032,0.999943474409686,0.9997827013520296,0.9996811545620641,0.999577100215643,0.9994423766758826,0.9993556761395799,0.9993976965637342
2791.5,1.0000236507484244,0.9993579662376856,0.9999241140949895,0.9997716618461626,0.9996682010745834,0.999560663398671,0.9994210300453571,0.9993311980788898,0.9993747798438102
2792.0,0.9996887120020072,0.999332678889583,0.9998988561063197,0.9997585111134191,0.9996536010445438,0.9995423362426188,0.9993974365636872,0.9993042611721678,0.9993495274460589
2792.5,0.999357401315487,0.9993047137432873,0.9998661615932086,0.9997425663276355,0.9996369427119542,0.9995217151587358,0.9993711902523349,0.9992744668228216,0.9993215463210994
