wave318	wave319
2720.5	0.267458
2721	0.266878
2721.5	0.267061
2722	0.267305
2722.5	0.267031
2723	0.266512
2723.5	0.266481
2724	0.266298
2724.5	0.26639
2725	0.266237
2725.5	0.26642
2726	0.266603
2726.5	0.266695
2727	0.266756
2727.5	0.266634
2728	0.266512
2728.5	0.266146
2729	0.266115
2729.5	0.266176
2730	0.265993
2730.5	0.266207
2731	0.266451
2731.5	0.266695
2732	0.266756
2732.5	0.266451
2733	0.266085
2733.5	0.266085
2734	0.266268
2734.5	0.266298
2735	0.266207
2735.5	0.266085
2736	0.266146
2736.5	0.266176
2737	0.26639
2737.5	0.26642
2738	0.266451
2738.5	0.266512
2739	0.266451
2739.5	0.266298
2740	0.266146
2740.5	0.266237
2741	0.266268
2741.5	0.266085
2742	0.266085
2742.5	0.266146
2743	0.266146
2743.5	0.265963
2744	0.265841
2744.5	0.265963
2745	0.266085
2745.5	0.266146
2746	0.265779
2746.5	0.265657
2747	0.265749
2747.5	0.265657
2748	0.265841
2748.5	0.26581
2749	0.266237
2749.5	0.266481
2750	0.266481
2750.5	0.26639
2751	0.266146
2751.5	0.265993
2752	0.266207
2752.5	0.266481
2753	0.266603
2753.5	0.266512
2754	0.266298
2754.5	0.266054
2755	0.266085
2755.5	0.265963
2756	0.265963
2756.5	0.26581
2757	0.265718
2757.5	0.265505
2758	0.265352
2758.5	0.265383
2759	0.265535
2759.5	0.265535
2760	0.265383
2760.5	0.265169
2761	0.264925
2761.5	0.264833
2762	0.264681
2762.5	0.264711
2763	0.264925
2763.5	0.264956
2764	0.264772
2764.5	0.264589
2765	0.264498
2765.5	0.26462
2766	0.264772
2766.5	0.26465
2767	0.26462
2767.5	0.264528
2768	0.264345
2768.5	0.264345
2769	0.264467
2769.5	0.264986
2770	0.265322
2770.5	0.265474
2771	0.265596
2771.5	0.265596
2772	0.265718
2772.5	0.265566
2773	0.265749
2773.5	0.265749
2774	0.265657
2774.5	0.265657
2775	0.26581
2775.5	0.265749
2776	0.265841
2776.5	0.265902
2777	0.266054
2777.5	0.266329
2778	0.266268
2778.5	0.266207
2779	0.265871
2779.5	0.265902
2780	0.266085
2780.5	0.266481
2781	0.26642
2781.5	0.265749
2782	0.265383
2782.5	0.265779
2783	0.266146
2783.5	0.266146
2784	0.265749
2784.5	0.265779
2785	0.265871
2785.5	0.266207
2786	0.266359
2786.5	0.26642
2787	0.266298
2787.5	0.266024
2788	0.266024
2788.5	0.266115
2789	0.266359
2789.5	0.266237
2790	0.266024
2790.5	0.266176
2791	0.265963
2791.5	0.266024
2792	0.266237
2792.5	0.266054
2793	0.265841
2793.5	0.265871
2794	0.265841
2794.5	0.265841
2795	0.265932
2795.5	0.265779
2796	0.265932
2796.5	0.266024
2797	0.26581
2797.5	0.265596
2798	0.265505
2798.5	0.265505
2799	0.265139
2799.5	0.2652
2800	0.265047
2800.5	0.264986
2801	0.2652
2801.5	0.26523
2802	0.265047
2802.5	0.264711
2803	0.264437
2803.5	0.263948
2804	0.263247
2804.5	0.263186
2805	0.263033
2805.5	0.26285
2806	0.262606
2806.5	0.262239
2807	0.261477
2807.5	0.260592
2808	0.260012
2808.5	0.259523
2809	0.259035
2809.5	0.259371
2810	0.259401
2810.5	0.258852
2811	0.258913
2811.5	0.259157
2812	0.258913
2812.5	0.258913
2813	0.259157
2813.5	0.259737
2814	0.260469
2814.5	0.261324
2815	0.261995
2815.5	0.262453
2816	0.262728
2816.5	0.263094
2817	0.263796
2817.5	0.264406
2818	0.264681
2818.5	0.265017
2819	0.26523
2819.5	0.265108
2820	0.265352
2820.5	0.265322
2821	0.265261
2821.5	0.265535
2822	0.265657
2822.5	0.265352
2823	0.265108
2823.5	0.265322
2824	0.265657
2824.5	0.265779
2825	0.265718
2825.5	0.265688
2826	0.265688
2826.5	0.265718
2827	0.265749
2827.5	0.265596
2828	0.265505
2828.5	0.265596
2829	0.265535
2829.5	0.265566
2830	0.265841
2830.5	0.26581
2831	0.265566
2831.5	0.265444
2832	0.265474
2832.5	0.265383
2833	0.265139
2833.5	0.265291
2834	0.265291
2834.5	0.265322
2835	0.264986
2835.5	0.264528
2836	0.264681
2836.5	0.264833
2837	0.264589
2837.5	0.264315
2838	0.263979
2838.5	0.263765
2839	0.263521
2839.5	0.263033
2840	0.262545
2840.5	0.262117
2841	0.261568
2841.5	0.260866
2842	0.260073
2842.5	0.259401
2843	0.259096
2843.5	0.258821
2844	0.258211
2844.5	0.257601
2845	0.257296
2845.5	0.257113
2846	0.257082
2846.5	0.257357
2847	0.257723
2847.5	0.258303
2848	0.258852
2848.5	0.259157
2849	0.259249
2849.5	0.259798
2850	0.260195
2850.5	0.259981
2851	0.260683
2851.5	0.261965
2852	0.262606
2852.5	0.262941
2853	0.263308
2853.5	0.263613
2854	0.263765
2854.5	0.263918
2855	0.264254
2855.5	0.264284
2856	0.264437
2856.5	0.264498
2857	0.264711
2857.5	0.264772
2858	0.264772
2858.5	0.264803
2859	0.264864
2859.5	0.264772
2860	0.264498
2860.5	0.264437
2861	0.264437
2861.5	0.263765
2862	0.263521
2862.5	0.263552
2863	0.263582
2863.5	0.263704
2864	0.263155
2864.5	0.262667
2865	0.26285
2865.5	0.262911
2866	0.26288
2866.5	0.262667
2867	0.262209
2867.5	0.262331
2868	0.262728
2868.5	0.262728
2869	0.263063
2869.5	0.263186
2870	0.263369
2870.5	0.263979
2871	0.264437
2871.5	0.264467
2872	0.264925
2872.5	0.265352
2873	0.265261
2873.5	0.265322
2874	0.265413
2874.5	0.265413
2875	0.265413
2875.5	0.265383
2876	0.265383
2876.5	0.26523
2877	0.264894
2877.5	0.264956
2878	0.265444
2878.5	0.265871
2879	0.265718
2879.5	0.26523
2880	0.265047
2880.5	0.2652
2881	0.265047
2881.5	0.264833
2882	0.264742
2882.5	0.264498
2883	0.264284
2883.5	0.264132
2884	0.263674
2884.5	0.263399
2885	0.263186
2885.5	0.263002
2886	0.262941
2886.5	0.262819
2887	0.262789
2887.5	0.26285
2888	0.262941
2888.5	0.263094
2889	0.263186
2889.5	0.263124
2890	0.263186
2890.5	0.263247
2891	0.263399
2891.5	0.263613
2892	0.264101
2892.5	0.264315
2893	0.26465
2893.5	0.264742
2894	0.264803
2894.5	0.264559
2895	0.26462
2895.5	0.264833
2896	0.265139
2896.5	0.264925
2897	0.264498
2897.5	0.264284
2898	0.264284
2898.5	0.263979
2899	0.26404
2899.5	0.264071
2900	0.263582
2900.5	0.263033
2901	0.2623
2901.5	0.2623
2902	0.262209
2902.5	0.261751
2903	0.261324
2903.5	0.261049
2904	0.260317
2904.5	0.259279
2905	0.258272
2905.5	0.25754
2906	0.257051
2906.5	0.256716
2907	0.256746
2907.5	0.256594
2908	0.256441
2908.5	0.256624
2909	0.257082
2909.5	0.257357
2910	0.25754
2910.5	0.257814
2911	0.258211
2911.5	0.25873
2912	0.259401
2912.5	0.259981
2913	0.260592
2913.5	0.261293
2914	0.261904
2914.5	0.262178
2915	0.262545
2915.5	0.262972
2916	0.263247
2916.5	0.263369
2917	0.263216
2917.5	0.263186
2918	0.26346
2918.5	0.263918
2919	0.263887
2919.5	0.264284
2920	0.264559
2920.5	0.26465
2921	0.26465
2921.5	0.26465
2922	0.264711
2922.5	0.264772
2923	0.264772
2923.5	0.264437
2924	0.264498
2924.5	0.264528
2925	0.264498
2925.5	0.264406
2926	0.264406
2926.5	0.264315
2927	0.264437
2927.5	0.264467
2928	0.26465
2928.5	0.264589
2929	0.264284
2929.5	0.26404
2930	0.264254
2930.5	0.264162
2931	0.264071
2931.5	0.264132
2932	0.263887
2932.5	0.26343
2933	0.263277
2933.5	0.263186
2934	0.262789
2934.5	0.262423
2935	0.262117
2935.5	0.261721
2936	0.261141
2936.5	0.26053
2937	0.259584
2937.5	0.259066
2938	0.258913
2938.5	0.258364
2939	0.25812
2939.5	0.257967
2940	0.258059
2940.5	0.258272
2941	0.258364
2941.5	0.258699
2942	0.259157
2942.5	0.259737
2943	0.260561
2943.5	0.261232
2944	0.261507
2944.5	0.261965
2945	0.262331
2945.5	0.262697
2946	0.26288
2946.5	0.26285
2947	0.263277
2947.5	0.26346
2948	0.263491
2948.5	0.263521
2949	0.26343
2949.5	0.263552
2950	0.263765
2950.5	0.264193
2951	0.264406
2951.5	0.264467
2952	0.264193
2952.5	0.264132
2953	0.264101
2953.5	0.264315
2954	0.264498
2954.5	0.264376
2955	0.264498
2955.5	0.26462
2956	0.264467
2956.5	0.264284
2957	0.264589
2957.5	0.264772
2958	0.26462
2958.5	0.264498
2959	0.264284
2959.5	0.264284
2960	0.264254
2960.5	0.264467
2961	0.264803
2961.5	0.264956
2962	0.264528
2962.5	0.264345
2963	0.264589
2963.5	0.264772
2964	0.265017
2964.5	0.264956
2965	0.264772
2965.5	0.26465
2966	0.264681
2966.5	0.26465
2967	0.264467
2967.5	0.264467
2968	0.264681
2968.5	0.264681
2969	0.264742
2969.5	0.264711
2970	0.264467
2970.5	0.26404
2971	0.263765
2971.5	0.263918
2972	0.263582
2972.5	0.26343
2973	0.263582
2973.5	0.263582
2974	0.263369
2974.5	0.263033
2975	0.262697
2975.5	0.262453
2976	0.262362
2976.5	0.2623
2977	0.262514
2977.5	0.262514
2978	0.262514
2978.5	0.262697
2979	0.262697
2979.5	0.26285
2980	0.263063
2980.5	0.263277
2981	0.263491
2981.5	0.263582
2982	0.263735
2982.5	0.264071
2983	0.264193
2983.5	0.264437
2984	0.264437
2984.5	0.264589
2985	0.264833
2985.5	0.265108
2986	0.265169
2986.5	0.264864
2987	0.264772
2987.5	0.265108
2988	0.264986
2988.5	0.265047
2989	0.265169
2989.5	0.265261
2990	0.265566
2990.5	0.265444
2991	0.265108
2991.5	0.265017
2992	0.265474
2992.5	0.265779
2993	0.265535
2993.5	0.265291
2994	0.265169
2994.5	0.264956
2995	0.264956
2995.5	0.265383
2996	0.265596
2996.5	0.265779
2997	0.265932
2997.5	0.265779
2998	0.265718
2998.5	0.265657
2999	0.265688
2999.5	0.265657
3000	0.265596
3000.5	0.265352
3001	0.265352
3001.5	0.265444
3002	0.265596
3002.5	0.265352
3003	0.264894
3003.5	0.264864
3004	0.264956
3004.5	0.264833
3005	0.264864
3005.5	0.264956
3006	0.264925
3006.5	0.264956
3007	0.264803
3007.5	0.264711
3008	0.264772
3008.5	0.264772
3009	0.264864
3009.5	0.264864
3010	0.264742
3010.5	0.2652
3011	0.265505
3011.5	0.265688
3012	0.265749
3012.5	0.2652
3013	0.264986
3013.5	0.265383
3014	0.265383
3014.5	0.265352
3015	0.26523
3015.5	0.265017
3016	0.264864
3016.5	0.264864
3017	0.264986
3017.5	0.265169
3018	0.264925
3018.5	0.264833
3019	0.264803
3019.5	0.264864
3020	0.264925
