wave282	wave283
2720.5	0.264162
2721	0.263857
2721.5	0.263735
2722	0.263552
2722.5	0.263826
2723	0.263918
2723.5	0.263796
2724	0.263979
2724.5	0.263857
2725	0.263796
2725.5	0.263765
2726	0.263857
2726.5	0.263979
2727	0.264284
2727.5	0.264498
2728	0.264406
2728.5	0.264284
2729	0.264101
2729.5	0.263857
2730	0.263918
2730.5	0.264315
2731	0.26462
2731.5	0.264498
2732	0.264376
2732.5	0.26462
2733	0.26465
2733.5	0.264498
2734	0.264437
2734.5	0.264498
2735	0.264498
2735.5	0.264406
2736	0.264894
2736.5	0.265108
2737	0.265047
2737.5	0.264894
2738	0.26462
2738.5	0.264803
2739	0.264803
2739.5	0.264772
2740	0.264772
2740.5	0.264833
2741	0.265047
2741.5	0.265017
2742	0.265108
2742.5	0.264986
2743	0.265078
2743.5	0.265108
2744	0.265047
2744.5	0.264986
2745	0.265078
2745.5	0.265078
2746	0.264986
2746.5	0.264772
2747	0.265169
2747.5	0.265474
2748	0.265322
2748.5	0.265169
2749	0.264986
2749.5	0.2652
2750	0.265291
2750.5	0.26523
2751	0.265139
2751.5	0.264956
2752	0.264894
2752.5	0.264925
2753	0.265108
2753.5	0.265291
2754	0.265352
2754.5	0.265535
2755	0.265352
2755.5	0.265261
2756	0.265383
2756.5	0.265169
2757	0.265169
2757.5	0.265291
2758	0.265139
2758.5	0.264772
2759	0.26465
2759.5	0.264711
2760	0.264956
2760.5	0.264864
2761	0.264681
2761.5	0.264315
2762	0.264071
2762.5	0.263979
2763	0.263765
2763.5	0.263735
2764	0.263552
2764.5	0.263277
2765	0.263186
2765.5	0.263216
2766	0.263247
2766.5	0.263308
2767	0.263338
2767.5	0.263338
2768	0.26343
2768.5	0.263338
2769	0.263582
2769.5	0.263857
2770	0.264132
2770.5	0.264498
2771	0.264467
2771.5	0.264284
2772	0.264467
2772.5	0.264589
2773	0.264833
2773.5	0.264833
2774	0.265017
2774.5	0.264956
2775	0.264864
2775.5	0.265139
2776	0.265505
2776.5	0.265474
2777	0.265169
2777.5	0.2652
2778	0.265383
2778.5	0.265352
2779	0.265291
2779.5	0.265322
2780	0.265413
2780.5	0.265535
2781	0.265535
2781.5	0.265718
2782	0.265749
2782.5	0.265718
2783	0.265932
2783.5	0.265779
2784	0.265779
2784.5	0.265688
2785	0.265688
2785.5	0.265963
2786	0.265841
2786.5	0.265841
