wave354	wave355
2720.5	0.277834
2721	0.277498
2721.5	0.277773
2722	0.277773
2722.5	0.277468
2723	0.277803
2723.5	0.277437
2724	0.276979
2724.5	0.276979
2725	0.277102
2725.5	0.277224
2726	0.277285
2726.5	0.277132
2727	0.276888
2727.5	0.27704
2728	0.277132
2728.5	0.277346
2729	0.277346
2729.5	0.277254
2730	0.277376
2730.5	0.277498
2731	0.277285
2731.5	0.277163
2732	0.277285
2732.5	0.277651
2733	0.277864
2733.5	0.277468
2734	0.277346
2734.5	0.277437
2735	0.277498
2735.5	0.277163
2736	0.277102
2736.5	0.277193
2737	0.277132
2737.5	0.277132
2738	0.277132
2738.5	0.277468
2739	0.277681
2739.5	0.27759
2740	0.277651
2740.5	0.277773
2741	0.277742
2741.5	0.277559
2742	0.277498
2742.5	0.277346
2743	0.277498
2743.5	0.277407
2744	0.277437
2744.5	0.277437
2745	0.277224
2745.5	0.277315
2746	0.277163
2746.5	0.27704
2747	0.277285
2747.5	0.27759
2748	0.277254
2748.5	0.27762
2749	0.278139
2749.5	0.278139
2750	0.277712
2750.5	0.277193
2751	0.277437
2751.5	0.277529
2752	0.27762
2752.5	0.27759
2753	0.277468
2753.5	0.277071
2754	0.277071
2754.5	0.277254
2755	0.277468
2755.5	0.277437
2756	0.277285
2756.5	0.277102
2757	0.277102
2757.5	0.276979
2758	0.276888
2758.5	0.276949
2759	0.277315
2759.5	0.27762
2760	0.277437
2760.5	0.276583
2761	0.276552
2761.5	0.276705
2762	0.276522
2762.5	0.276339
2763	0.276155
2763.5	0.275881
2764	0.275545
2764.5	0.275576
2765	0.275454
2765.5	0.275026
2766	0.274965
2766.5	0.274538
2767	0.274752
2767.5	0.275179
2768	0.27527
2768.5	0.275515
2769	0.275728
2769.5	0.276094
2770	0.276339
2770.5	0.276705
2771	0.276918
2771.5	0.276918
2772	0.276827
2772.5	0.276766
2773	0.276918
2773.5	0.276979
2774	0.27704
2774.5	0.276888
2775	0.276918
2775.5	0.276979
2776	0.276949
2776.5	0.277132
2777	0.277163
2777.5	0.277102
2778	0.276949
2778.5	0.276949
2779	0.277102
2779.5	0.277346
2780	0.27759
2780.5	0.277498
2781	0.277254
2781.5	0.277315
2782	0.277285
2782.5	0.277254
2783	0.277315
2783.5	0.277315
2784	0.277285
2784.5	0.27759
2785	0.27762
2785.5	0.277407
2786	0.276979
2786.5	0.276766
2787	0.276705
2787.5	0.277102
2788	0.277102
2788.5	0.276949
2789	0.277102
2789.5	0.277315
2790	0.277163
2790.5	0.277407
2791	0.277437
2791.5	0.277498
2792	0.277529
2792.5	0.277468
2793	0.277437
2793.5	0.277193
2794	0.276796
2794.5	0.276888
2795	0.27704
2795.5	0.276949
2796	0.276857
2796.5	0.276949
2797	0.276705
2797.5	0.276461
2798	0.276461
2798.5	0.276583
2799	0.276522
2799.5	0.276491
2800	0.276125
2800.5	0.275667
2801	0.275728
2801.5	0.275972
2802	0.275728
2802.5	0.275637
2803	0.275301
2803.5	0.275087
2804	0.27466
