wave279	wave280
2720.5	0.268038
2721	0.268404
2721.5	0.268648
2722	0.26874
2722.5	0.268557
2723	0.268282
2723.5	0.26816
2724	0.26819
2724.5	0.268435
2725	0.268404
2725.5	0.268404
2726	0.268373
2726.5	0.268343
2727	0.268435
2727.5	0.268435
2728	0.268496
2728.5	0.268404
2729	0.268373
2729.5	0.268404
2730	0.268343
2730.5	0.268404
2731	0.268801
2731.5	0.268953
2732	0.269106
2732.5	0.269136
2733	0.268953
2733.5	0.269136
2734	0.269167
2734.5	0.268892
2735	0.26874
2735.5	0.268801
2736	0.268618
2736.5	0.26874
2737	0.269106
2737.5	0.269258
2738	0.269106
2738.5	0.268953
2739	0.268892
2739.5	0.269075
2740	0.269136
2740.5	0.269045
2741	0.269136
2741.5	0.269197
2742	0.268862
2742.5	0.268618
2743	0.268862
2743.5	0.269106
2744	0.269136
2744.5	0.269258
2745	0.26932
2745.5	0.269411
2746	0.269747
2746.5	0.269686
2747	0.269472
2747.5	0.269381
2748	0.269258
2748.5	0.269472
2749	0.269533
2749.5	0.269655
2750	0.269594
2750.5	0.269503
2751	0.26932
2751.5	0.269197
2752	0.26932
2752.5	0.269381
2753	0.269258
2753.5	0.269197
2754	0.269411
2754.5	0.269411
2755	0.269167
2755.5	0.26935
2756	0.269442
2756.5	0.269472
2757	0.269381
2757.5	0.269289
2758	0.26932
2758.5	0.269228
2759	0.269289
2759.5	0.269014
2760	0.269167
2760.5	0.269167
2761	0.268801
2761.5	0.268404
2762	0.268068
2762.5	0.267824
2763	0.267458
2763.5	0.267244
2764	0.267305
2764.5	0.267397
2765	0.267611
2765.5	0.267611
2766	0.267641
2766.5	0.26755
2767	0.26758
2767.5	0.267824
2768	0.268221
2768.5	0.26874
2769	0.268923
2769.5	0.268953
2770	0.268984
2770.5	0.269258
2771	0.269533
2771.5	0.269716
2772	0.269686
2772.5	0.269625
2773	0.269472
2773.5	0.269533
2774	0.269747
2774.5	0.269747
2775	0.269838
2775.5	0.270388
2776	0.270082
2776.5	0.269564
2777	0.269503
2777.5	0.269777
2778	0.270052
2778.5	0.270266
2779	0.270388
2779.5	0.270723
2780	0.270571
2780.5	0.270449
2781	0.270266
2781.5	0.270205
2782	0.270296
2782.5	0.270296
2783	0.270449
2783.5	0.270723
2784	0.27054
2784.5	0.270601
2785	0.270449
2785.5	0.270235
2786	0.270205
2786.5	0.270357
2787	0.270388
2787.5	0.270601
2788	0.270357
2788.5	0.270113
