wave300	wave301
2720.5	0.243958
2721	0.243928
2721.5	0.243623
2722	0.243379
2722.5	0.243531
2723	0.243501
2723.5	0.243501
2724	0.243623
2724.5	0.243501
2725	0.24344
2725.5	0.24347
2726	0.243684
2726.5	0.244233
2727	0.244447
2727.5	0.244416
2728	0.244081
2728.5	0.243714
2729	0.243867
2729.5	0.244325
2730	0.244538
2730.5	0.244294
2731	0.24402
2731.5	0.243928
2732	0.244325
2732.5	0.244447
2733	0.244752
2733.5	0.244996
2734	0.244813
2734.5	0.244752
2735	0.244538
2735.5	0.244294
2736	0.24405
2736.5	0.244081
2737	0.244325
2737.5	0.244416
2738	0.244599
2738.5	0.244691
2739	0.244538
2739.5	0.244294
2740	0.244172
2740.5	0.244355
2741	0.244416
2741.5	0.244386
2742	0.244782
2742.5	0.244905
2743	0.244538
2743.5	0.244752
2744	0.244691
2744.5	0.244325
2745	0.244599
2745.5	0.244752
2746	0.244935
2746.5	0.244966
2747	0.244691
2747.5	0.244233
2748	0.244203
2748.5	0.244416
2749	0.244233
2749.5	0.24405
2750	0.244111
2750.5	0.244294
2751	0.244355
2751.5	0.244447
2752	0.244599
2752.5	0.244508
2753	0.244721
2753.5	0.244996
2754	0.244813
2754.5	0.244508
2755	0.244416
2755.5	0.244233
2756	0.244203
2756.5	0.244355
2757	0.244294
2757.5	0.244264
2758	0.244172
2758.5	0.244081
2759	0.243928
2759.5	0.243928
2760	0.243989
2760.5	0.243806
2761	0.243836
2761.5	0.243989
2762	0.243562
2762.5	0.243287
2763	0.243501
2763.5	0.243134
2764	0.243043
2764.5	0.24286
2765	0.242829
2765.5	0.242738
2766	0.242829
2766.5	0.243134
2767	0.242951
2767.5	0.243073
2768	0.243196
2768.5	0.243348
2769	0.243379
2769.5	0.243348
2770	0.243806
2770.5	0.243989
2771	0.24402
2771.5	0.244203
2772	0.244172
2772.5	0.244142
2773	0.244447
2773.5	0.244966
2774	0.245271
2774.5	0.244935
2775	0.245118
2775.5	0.244996
2776	0.24466
2776.5	0.244447
2777	0.244416
2777.5	0.244721
2778	0.245027
2778.5	0.244996
2779	0.244752
2779.5	0.244721
2780	0.24466
2780.5	0.244691
2781	0.244599
2781.5	0.244416
2782	0.244355
2782.5	0.244538
2783	0.244874
2783.5	0.244966
2784	0.244874
2784.5	0.244996
2785	0.245332
2785.5	0.24524
2786	0.245057
2786.5	0.244874
2787	0.244691
2787.5	0.244447
2788	0.24463
2788.5	0.244966
2789	0.244721
2789.5	0.24463
2790	0.244538
2790.5	0.244477
2791	0.244477
2791.5	0.244752
2792	0.244905
2792.5	0.245057
2793	0.244935
2793.5	0.245118
2794	0.245606
2794.5	0.245484
2795	0.245393
2795.5	0.245362
2796	0.244966
2796.5	0.244966
2797	0.244843
2797.5	0.24466
2798	0.244477
2798.5	0.244538
2799	0.244691
2799.5	0.244752
2800	0.244477
2800.5	0.244081
2801	0.243989
2801.5	0.243836
2802	0.243958
2802.5	0.244111
2803	0.243897
2803.5	0.24347
2804	0.242982
2804.5	0.242555
2805	0.242066
2805.5	0.241731
2806	0.241426
2806.5	0.24109
2807	0.240479
2807.5	0.239961
2808	0.239533
2808.5	0.239228
2809	0.238954
2809.5	0.238618
2810	0.238313
2810.5	0.238282
2811	0.23874
2811.5	0.238832
2812	0.238526
2812.5	0.238618
2813	0.238862
2813.5	0.239228
2814	0.240022
2814.5	0.240937
2815	0.241334
2815.5	0.241548
2816	0.241975
2816.5	0.242524
2817	0.243134
2817.5	0.243379
2818	0.243012
2818.5	0.243012
2819	0.24344
2819.5	0.243806
2820	0.24405
2820.5	0.24405
2821	0.244081
2821.5	0.244294
2822	0.244477
2822.5	0.244447
2823	0.244416
2823.5	0.244447
2824	0.244416
2824.5	0.244172
2825	0.244569
2825.5	0.244905
2826	0.244843
2826.5	0.244905
2827	0.244905
2827.5	0.244905
2828	0.244996
2828.5	0.245118
2829	0.245088
2829.5	0.244874
2830	0.244813
2830.5	0.244508
2831	0.244447
2831.5	0.244599
2832	0.244752
2832.5	0.244721
2833	0.244508
2833.5	0.244294
2834	0.244447
2834.5	0.244538
2835	0.244721
2835.5	0.244752
2836	0.244599
2836.5	0.244599
2837	0.244203
2837.5	0.24405
2838	0.243806
2838.5	0.243501
2839	0.243134
2839.5	0.242768
2840	0.242402
2840.5	0.242036
2841	0.241761
2841.5	0.241059
2842	0.240205
2842.5	0.239594
2843	0.238832
2843.5	0.238069
2844	0.237458
2844.5	0.237245
2845	0.237245
2845.5	0.237397
2846	0.237397
2846.5	0.237031
2847	0.23697
2847.5	0.237367
2848	0.237824
2848.5	0.237977
2849	0.238526
2849.5	0.23932
2850	0.239747
2850.5	0.240052
2851	0.240602
2851.5	0.241242
2852	0.241578
2852.5	0.241975
2853	0.242524
2853.5	0.242982
2854	0.243257
2854.5	0.243531
2855	0.243653
2855.5	0.243684
2856	0.244081
2856.5	0.243836
2857	0.24405
2857.5	0.244203
2858	0.244233
2858.5	0.244081
2859	0.243714
2859.5	0.243867
2860	0.244081
2860.5	0.244111
2861	0.243836
2861.5	0.243531
2862	0.24347
2862.5	0.243501
2863	0.24344
2863.5	0.243134
2864	0.242738
2864.5	0.242524
2865	0.242188
2865.5	0.242219
2866	0.242066
2866.5	0.242097
2867	0.242249
2867.5	0.24228
2868	0.242249
2868.5	0.241914
2869	0.242219
2869.5	0.242646
2870	0.242677
2870.5	0.24289
2871	0.243348
2871.5	0.243501
2872	0.243501
2872.5	0.243897
2873	0.244386
2873.5	0.244782
2874	0.244752
2874.5	0.244813
2875	0.24466
2875.5	0.244386
2876	0.244752
2876.5	0.244782
2877	0.244599
2877.5	0.244599
2878	0.244355
2878.5	0.244569
2879	0.24521
2879.5	0.245332
2880	0.244813
2880.5	0.244599
2881	0.244325
2881.5	0.244203
2882	0.244355
2882.5	0.244386
2883	0.24405
2883.5	0.243836
2884	0.243714
2884.5	0.24347
2885	0.243196
2885.5	0.243073
2886	0.243196
2886.5	0.242829
2887	0.242555
2887.5	0.242585
2888	0.242738
2888.5	0.242707
2889	0.242646
2889.5	0.242524
2890	0.242555
2890.5	0.242524
2891	0.242738
2891.5	0.243012
2892	0.243318
2892.5	0.243379
2893	0.243531
2893.5	0.243592
2894	0.243867
2894.5	0.24405
2895	0.244233
2895.5	0.244081
2896	0.243989
2896.5	0.244081
2897	0.244233
2897.5	0.244355
2898	0.244081
2898.5	0.243989
2899	0.243897
2899.5	0.243928
2900	0.243775
2900.5	0.243379
2901	0.243012
2901.5	0.242738
2902	0.242524
2902.5	0.242494
2903	0.242341
2903.5	0.241761
2904	0.241212
2904.5	0.240357
2905	0.239808
2905.5	0.23935
2906	0.239045
2906.5	0.238923
2907	0.238587
2907.5	0.238282
2908	0.238038
2908.5	0.238008
2909	0.238069
2909.5	0.238038
2910	0.238282
2910.5	0.23874
2911	0.239106
2911.5	0.239686
2912	0.240357
2912.5	0.240693
2913	0.241029
2913.5	0.241487
2914	0.241883
2914.5	0.242341
2915	0.242646
2915.5	0.243287
2916	0.243836
2916.5	0.243928
2917	0.243897
2917.5	0.24405
2918	0.24405
2918.5	0.244081
2919	0.24402
2919.5	0.244233
