wave294	wave295
2720.5	0.264223
2721	0.263887
2721.5	0.263918
2722	0.264223
2722.5	0.264223
2723	0.264009
2723.5	0.264254
2724	0.264498
2724.5	0.264467
2725	0.264803
2725.5	0.264681
2726	0.264681
2726.5	0.264956
2727	0.264986
2727.5	0.264864
2728	0.265017
2728.5	0.265017
2729	0.2652
2729.5	0.265169
2730	0.2652
2730.5	0.2652
2731	0.265169
2731.5	0.265413
2732	0.265413
2732.5	0.2652
2733	0.264894
2733.5	0.265047
2734	0.265383
2734.5	0.265505
2735	0.26523
2735.5	0.265291
2736	0.265261
2736.5	0.2652
2737	0.265413
2737.5	0.265383
2738	0.2652
2738.5	0.265261
2739	0.265322
2739.5	0.265596
2740	0.265688
2740.5	0.265657
2741	0.265932
2741.5	0.265932
2742	0.265841
2742.5	0.265932
2743	0.265749
2743.5	0.265535
2744	0.265657
2744.5	0.265657
2745	0.265657
2745.5	0.265779
2746	0.265535
2746.5	0.265413
2747	0.265627
2747.5	0.265749
2748	0.265535
2748.5	0.265352
2749	0.265505
2749.5	0.265596
2750	0.265566
2750.5	0.265566
2751	0.265505
2751.5	0.265444
2752	0.265261
2752.5	0.264986
2753	0.264986
2753.5	0.265413
2754	0.265535
2754.5	0.265535
2755	0.265535
2755.5	0.265505
2756	0.265505
2756.5	0.265505
2757	0.265383
2757.5	0.265291
2758	0.265017
2758.5	0.26465
2759	0.264742
2759.5	0.264864
2760	0.26462
2760.5	0.264467
2761	0.264223
2761.5	0.264132
2762	0.26404
2762.5	0.263887
2763	0.263674
2763.5	0.263399
2764	0.263247
2764.5	0.263216
2765	0.263033
2765.5	0.263124
2766	0.263216
2766.5	0.263186
2767	0.263186
2767.5	0.263521
2768	0.263674
2768.5	0.263735
2769	0.263826
2769.5	0.264223
2770	0.264437
2770.5	0.264772
2771	0.264925
2771.5	0.264956
2772	0.264864
2772.5	0.265047
2773	0.265169
2773.5	0.265139
2774	0.265108
2774.5	0.264956
2775	0.264925
2775.5	0.265078
2776	0.26523
2776.5	0.265444
2777	0.265749
2777.5	0.265779
2778	0.265566
2778.5	0.265596
2779	0.265718
2779.5	0.265566
2780	0.265718
2780.5	0.265566
2781	0.265505
2781.5	0.265657
2782	0.265841
2782.5	0.266054
2783	0.266054
2783.5	0.266054
2784	0.266146
2784.5	0.266024
2785	0.265871
2785.5	0.265657
2786	0.265535
2786.5	0.265566
2787	0.265688
2787.5	0.265779
2788	0.265902
2788.5	0.265932
2789	0.265902
2789.5	0.265779
2790	0.265596
2790.5	0.265749
2791	0.266146
2791.5	0.266298
2792	0.266207
2792.5	0.265963
2793	0.265871
2793.5	0.265841
2794	0.265688
2794.5	0.265505
2795	0.265688
2795.5	0.265718
2796	0.265627
2796.5	0.265657
2797	0.265505
2797.5	0.265291
2798	0.2652
2798.5	0.265017
2799	0.264986
2799.5	0.264772
2800	0.264406
2800.5	0.264071
2801	0.263948
2801.5	0.263674
2802	0.26343
2802.5	0.263124
2803	0.26288
2803.5	0.262362
2804	0.262056
2804.5	0.261812
2805	0.261446
2805.5	0.260988
2806	0.260439
2806.5	0.259859
2807	0.259218
2807.5	0.258669
2808	0.258242
2808.5	0.25812
2809	0.258059
2809.5	0.257692
